#SETTING::shuffle->false
#SETTING::doGaps->false
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false

#ALIAS::1->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.Inanimate
#ALIAS::10->edu.kit.informatik.ragnarok.logic.gameelements.entities.pickups.Coin
#ALIAS::11->edu.kit.informatik.ragnarok.logic.gameelements.entities.pickups.Life
#ALIAS::80->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.ToggleBox
#ALIAS::85->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.BoostBox
#ALIAS::86->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.ClimbUpBox


#ALIAS::20->edu.kit.informatik.ragnarok.logic.gameelements.entities.enemies.cannon.Cannon
#ALIAS::21->edu.kit.informatik.ragnarok.logic.gameelements.entities.enemies.RektKiller

{ 
{1	1	1	1	1	1	1}
{1	0	0	20	0	0	1}
{1	0	0	0	0	0	1}
{1	0	0	0	0	0	1}
{1	1	1	1	1	1	1}
{0	0	0	80	0	0	0}
{0	0	0	80	0	0	0}
{0	0	0	80	0	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{0	0	0	20	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	1	1	1	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{0	0	0	20	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{1	1	0	0	0	1	1}
{0	0	0	0	0	0	0}
{0	0	0	1	0	0	0}
{0	0	0	1	20:0	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{1	0	0	0	0	0	0}
{1	1	1	0	0	0	1}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	20:3	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{1	1	1	0	0	0	1}
{0	0	0	0	0	0	0}
{0	0	0	1	20:3	1	0}
{0	0	0	1	1	1	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1}
{0	0	0	0	20	0	0	0	20	0	1	0	20	0	0	0	20	0	0	0	20}
{0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0}
{1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0}
{1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0}
{1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0}
{1	0	20:3	0	0	0	20:3	0	0	1	0	1	0	0	20:3	0	0	0	20:3	0	0}
{1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{1	0	80	20	80	0	1}
{1	0	80	80	80	0	1}
{1	0	0	0	0	0	1}
{1	1	1	1	1	1	1}
{0	0	0	80	0	0	0}
{0	0	0	80	0	0	0}
{0	0	0	80	0	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{0	0	0	0	0	0	0}
{0	80	80	80	80	80	0}
{0	80	0	20:3	0	80	0}
{0	80	20:1	1	20:0	80	0}
{0	80	0	20:2	0	80	0}
{0	80	80	80	80	80	0}
{0	0	0	0	0	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1}
{80	0	20	0	80:1	0	0}
{80	0	0	0	80:1	0	0}
{80	0	0	0	80:1	0	0}
{80	0	0	0	80:1	0	0}
{80	0	0	0	80:1	0	0}
{80	0	0	0	80:1	0	0}
{80	0	0	0	80:1	0	0}
{1	1	1	1	1	1	1}
}
{ 
{1	1	1	1	1	1	1	1	1}
{1	20:0	0	0	0	0	0	0	80:1}
{1	20:0	0	0	0	0	0	0	80:1}
{1	20:0	0	0	0	0	80	0	80:1}
{1	20:0	0	0	0	0	80	0	80:1}
{0	0	0	0	0	0	1	1	80:1}
{0	0	0	0	1	1	0	0	80:1}
{0	0	1	1	11	0	0	0	80:1}
{1	1	1	1	1	1	1	1	80:1}
}
{ 
{1	1	1	1	1	1	1}
{20	20	20	20	20	20	20}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{0	0	0	0	0	0	0}
{1	1	1	1	1	1	1}
}
