#SETTING::shuffle->false
#SETTING::doGaps->false
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false

#ALIAS::1->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.Inanimate
#ALIAS::2->edu.kit.informatik.ragnarok.logic.gameelements.entities.enemies.RektKiller
#ALIAS::5->edu.kit.informatik.ragnarok.logic.gameelements.entities.enemies.Slurp
#ALIAS::10->edu.kit.informatik.ragnarok.logic.gameelements.entities.pickups.Coin
#ALIAS::80->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.ToggleBox

{ 
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	10	10	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	80	80	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	10	10	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	10	10	0	0	0	0	0}
{0	0	0	0	0	80:1	80:1	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	80	80	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	0	0	1	1}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	80	80	0}
{0	0	0	0	0	0	0	0	0}
{0	0	80:1	80:1	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	10	10	0	0	0	0}
{0	0	0	10	10	0	0	0	0}
{0	0	0	10	10	0	0	0	0}
{0	0	0	80:1	80:1	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	1	1	1	1	1}
}{
{0	0	0	0	0	0	0	80	2:2}
{0	0	0	0	0	0	0	80	0}
{0	0	0	0	0	0	0	80	10}
{0	0	0	0	0	0	0	1	1}
{0	0	0	0	80	80	0	0	0}
{0	0	0	0	80	80	0	0	0}
{0	80:1	80:1	0	0	0	0	0	0}
{0	80:1	80:1	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}{
{0	2:2	80	0	0	0	0	0	0}
{0	0	80	0	0	0	0	0	0}
{0	10	80	0	0	0	0	0	0}
{1	1	1	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	1	80:1	80:1	80:1	1}
{0	0	0	0	1	10	10	10	1}
{1	1	1	1	1	0	0	0	1}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	5	0}
{0	0	0	0	0	0	0	1	1}
{0	0	0	0	0	0	0	1	1}
{0	0	0	80	80	0	0	0	0}
{0	0	0	1	1	0	0	10	10}
{0	0	0	1	1	0	0	0	0}
{1	1	1	1	1	0	0	80	80}
}{
{0	0	0	10	10	10	10	10	10}
{0	0	0	0	0	0	0	0	0}
{0	0	0	80	0	0	0	0	80}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	80:1	80:1	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	80	80	0	0	80	80}
{0	0	0	0	0	0	0	0	0}
{0	0	0	1	1	1	1	1	1}
}{
{0	0	80	80	80	80	80	0	0}
{0	0	80	2:2	0	2:2	80	0	0}
{0	0	80	0	0	0	80	0	0}
{0	0	80	80:1	80:1	80:1	80	0	0}
{0	0	80	10	0	10	80	0	0}
{0	0	80	10	0	10	80	0	0}
{0	0	80	80	80	80	80	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{80	80	80	80	80	80	80	80	80}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{80:1	80:1	80:1	80:1	80:1	80:1	80:1	80:1	80:1}
}{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	10}
{0	0	0	0	0	0	0	0	10}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	80:1	0}
{0	0	0	0	0	0	0	80:1	0}
{80	80	80:1	80:1	80	80	80	80:1	0}
}{
{0	0	80	0	80:1	10	80	0	80:1}
{0	0	80	0	80:1	10	80	0	80:1}
{0	0	80	10	80:1	10	80	0	80:1}
{0	0	80	10	80:1	0	80	0	80:1}
{0	0	80	10	1	0	80	0	80:1}
{0	0	80	0	80:1	0	80	0	80:1}
{0	0	1	0	80:1	0	80	0	80:1}
{0	0	80	0	80:1	0	80	0	80:1}
{1	1	1	1	1	1	1	0	1}
}
{ 
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	80	0}
{0	0	0	80:1	0	0	0	0	0}
{0	0	80:1	80:1	80:1	0	0	0	0}
{0	0	0	80:1	0	0	0	0	0}
{0	1	0	0	0	0	0	0	0}
{1	1	0	0	0	0	0	0	0}
{1	1	0	0	0	0	0	0	0}
}
{ 
{0	80	0	0	0	0	0	0	0}
{0	80	0	0	0	0	0	0	0}
{0	80	0	0	0	0	0	0	0}
{0	80	0	2:2	0	0	0	0	0}
{0	80	0	0	0	0	0	0	0}
{0	80	0	0	0	0	0	0	0}
{0	80	0	0	80:1	0	0	0	0}
{0	80	0	0	80:1	0	0	0	0}
{0	80	0	0	1	1	1	1	1}
}
